_id,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CAT_DESC,UNIT_TYPE,CATEGORY_CLASS,CAT_GRP,IN_SERV_DT,STATUS_DESC,CLASS2,HIGH_PRIORITY,OWNER_DIVISION,REF_DIVISION,SEASONAL,AVAILABILITY_YTD
838,045188,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUEZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2021-02-19,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8332734094982078
839,045189,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2020-12-23,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
840,045190,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2021-01-29,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
841,045191,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2020-12-08,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9489891353046596
842,045192,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-03-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.7807437275985663
843,045193,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-02-07,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9525655241935485
844,045194,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-04-07,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.34075212813620076
845,045195,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-05-11,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8953304211469535
846,045196,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-04-07,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9999367159498208
847,045197,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-03-30,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8566789874551971
848,045198,2022,DODGE,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-04-07,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.971869399641577
849,045199,2022,DODGE,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-03-30,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1
850,045200,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-03-30,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1
851,045201,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-02-28,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1
852,045202,2022,DODGE,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-02-08,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,1
853,045203,2022,DODGE,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-01-25,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,0.9551758512544803
854,045204,2022,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-03-23,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
855,045205,2022,FORD,F150 XL,5HW2FTUZZZ,PU-1/2T-CC-LB CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-08-24,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9891358646953405
856,045206,2022,FORD,F150 XL,5HW2FTUZZZ,PU-1/2T-CC-LB CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2022-09-29,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
857,046023,2017,TOYOTA,TACOMA,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2017-04-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8534727822580644
858,046024,2022,CHEVROLET,COLORADO,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2023-03-13,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8976920922939068
859,046025,2022,CHEVROLET,COLORADO,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2022-12-06,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.942675291218638
860,046026,2023,FORD,RANGER,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2023-06-01,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9979597894265233
861,046027,2023,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2023-11-15,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.889624775985663
862,046028,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2023-07-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
863,046029,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2023-08-14,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9100319220430108
864,046030,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,LIGHT DUTY,CLASS1,PICKU-COMP,2023-07-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9162096774193549
865,046031,2024,FORD,RANGER,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2024-12-24,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.9824798387096775
866,046032,2024,FORD,RANGER,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2025-01-15,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.9891761872759857
867,046033,2024,FORD,RANGER,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2024-12-24,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.9110069444444444
868,046034,2024,FORD,RANGER,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-1/2T,2025-02-04,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.9222149417562724
869,046035,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-06,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
870,046036,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-06,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,1
871,046037,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-26,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.519026097670251
872,046038,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9479166666666667
873,046039,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
874,046040,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-07,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,1
875,046041,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2025-07-16,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,0.9768862007168458
876,046042,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-19,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,0.8899826388888888
877,046043,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-07,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
878,046044,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-07,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.7098247087813621
879,046045,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-06,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
880,046046,2024,CHEVROLET,COLORADO,5CC2FTUZZZ,PU-COMP-CC CL2 4X4 10Y UNLEAD,LIGHT DUTY,CLASS2,PICKU-COMP,2024-11-06,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,1
