_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
1421,041514,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1422,041527,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1423,041528,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1424,041529,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1425,041530,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1426,041605,2026,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1427,043275,2018,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1428,043280,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1429,043281,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1430,043282,2022,FORD,F150 XL,No,TORONTO WATER,Not Underutilized
1431,044086,2014,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1432,045029,2011,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1433,045061,2014,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1434,045137,2019,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1435,045138,2019,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1436,045139,2019,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1437,045140,2019,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1438,045141,2019,DODGE,RAM 1500 (BIG HORN),No,TORONTO WATER,Not Underutilized
1439,045142,2019,DODGE,RAM 1500 (BIG HORN),No,TORONTO WATER,Not Underutilized
1440,045143,2019,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1441,045165,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1442,045166,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1443,045167,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1444,045168,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1445,045169,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1446,045170,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1447,045171,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1448,045172,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1449,045173,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1450,045174,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1451,045189,2021,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1452,045190,2021,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1453,045191,2021,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1454,045205,2022,FORD,F150 XL,No,TORONTO WATER,Not Underutilized
1455,046024,2022,CHEVROLET,COLORADO,No,TORONTO WATER,Not Underutilized
1456,046028,2023,FORD,MAVERICK,No,TORONTO WATER,Not Underutilized
1457,046029,2023,FORD,MAVERICK,No,TORONTO WATER,Not Underutilized
1458,046030,2023,FORD,MAVERICK,No,TORONTO WATER,Not Underutilized
1459,049009,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1460,049010,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1461,049011,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1462,049012,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1463,050031,2016,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1464,050035,2017,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1465,050062,2019,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1466,050094,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1467,050095,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO WATER,Not Underutilized
1468,050123,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1469,050124,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1470,050125,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1471,050126,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1472,050127,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1473,050128,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1474,050129,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1475,050130,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1476,050131,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1477,050132,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1478,050133,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1479,050134,2021,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1480,050152,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1481,050153,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1482,050154,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1483,050155,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1484,050156,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1485,050157,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1486,050158,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1487,050159,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1488,050160,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1489,050161,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1490,050162,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1491,050163,2022,DODGE,RAM 1500,No,TORONTO WATER,Not Underutilized
1492,050177,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1493,050180,2023,CHEVROLET,1500,No,TORONTO WATER,Not Underutilized
1494,050181,2023,CHEVROLET,1500,No,TORONTO WATER,Not Underutilized
1495,050182,2023,CHEVROLET,1500,No,TORONTO WATER,Not Underutilized
1496,050191,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1497,050192,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1498,050193,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Underutilized
1499,050194,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1500,050195,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1501,050196,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1502,050197,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1503,050213,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Not Underutilized
1504,050219,2023,FORD,F150 LIGHTNING,Yes,TORONTO WATER,Underutilized
1505,050227,2024,FORD,F150 LIGHTNING,No,TORONTO WATER,Not Underutilized
1506,050228,2024,FORD,F150 LIGHTNING,No,TORONTO WATER,Not Underutilized
1507,050266,2024,CHEVROLET,SILVERADO EV,No,TORONTO WATER,Not Underutilized
1508,050267,2024,CHEVROLET,SILVERADO EV,No,TORONTO WATER,Not Underutilized
1509,050289,2025,CHEVROLET,SILVERADO EV,No,TORONTO WATER,Not Underutilized
1510,050290,2025,CHEVROLET,SILVERADO EV,No,TORONTO WATER,Not Underutilized
1511,050291,2025,CHEVROLET,SILVERADO EV,No,TORONTO WATER,Not Underutilized
1512,051025,2022,CHEVROLET,COLORADO,No,TORONTO WATER,Not Underutilized
1513,064124,2011,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1514,064160,2016,FORD,F250,No,TORONTO WATER,Not Underutilized
1515,064161,2016,FORD,F250,No,TORONTO WATER,Not Underutilized
1516,064164,2016,FORD,F250,No,TORONTO WATER,Not Underutilized
1517,064183,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1518,064184,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1519,064185,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1520,064186,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1521,064187,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1522,064188,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1523,064189,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1524,064190,2022,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1525,065124,2016,FORD,F250,No,TORONTO WATER,Not Underutilized
1526,065125,2016,FORD,F250,No,TORONTO WATER,Not Underutilized
1527,065131,2017,FORD,F250,Yes,TORONTO WATER,Not Underutilized
1528,065132,2019,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1529,065136,2019,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1530,065137,2019,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1531,065138,2019,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1532,065139,2019,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1533,065140,2019,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1534,065202,2022,FORD,F250,Yes,TORONTO WATER,Not Underutilized
1535,065206,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1536,065207,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1537,065208,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1538,065209,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1539,067046,2017,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1540,067047,2017,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1541,067048,2017,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1542,067049,2017,FORD,F250 4X4,No,TORONTO WATER,Underutilized
1543,067050,2017,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1544,067052,2017,FORD,F250 4X4,Yes,TORONTO WATER,Not Underutilized
1545,067055,2017,FORD,F250 4X4,No,TORONTO WATER,Not Underutilized
1546,067060,2019,FORD,F250 4X4,Yes,TORONTO WATER,Underutilized
1547,067081,2020,CHEVROLET,SILVERADO 2500,No,TORONTO WATER,Not Underutilized
1548,067097,2021,CHEVROLET,SILVERADO 2500,No,TORONTO WATER,Not Underutilized
1549,067098,2021,CHEVROLET,SILVERADO 2500,No,TORONTO WATER,Not Underutilized
1550,067143,2023,DODGE,RAM 2500,Yes,TORONTO WATER,Not Underutilized
1551,067144,2023,DODGE,RAM 2500,Yes,TORONTO WATER,Not Underutilized
1552,067145,2023,DODGE,RAM 2500,Yes,TORONTO WATER,Not Underutilized
1553,067146,2023,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1554,067147,2023,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1555,067148,2023,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1556,067149,2023,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1557,067150,2023,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1558,067159,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1559,067160,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1560,067161,2023,FORD,F250,No,TORONTO WATER,Not Underutilized
1561,067185,2024,DODGE,RAM 2500,No,TORONTO WATER,Not Underutilized
1562,094099,2017,FORD,TRANSIT CONN,No,TORONTO WATER,Not Underutilized
1563,094101,2018,DODGE,CARAVAN,No,TORONTO WATER,Not Underutilized
1564,094117,2019,CHRYSLER,GRAND CARAVAN,No,TORONTO WATER,Not Underutilized
1565,094120,2019,CHRYSLER,GRAND CARAVAN,No,TORONTO WATER,Not Underutilized
1566,094125,2020,FORD,TRANSIT CONN,No,TORONTO WATER,Not Underutilized
1567,094128,2021,FORD,TRANSIT CONN,No,TORONTO WATER,Not Underutilized
1568,094138,2022,CHRYSLER,GRAND CARAVAN,No,TORONTO WATER,Not Underutilized
1569,094149,2026,CHRYSLER,PACIFICA PHEV,No,TORONTO WATER,Not Underutilized
1570,095136,2015,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1571,095137,2016,FORD,TRANSIT CONN,Yes,TORONTO WATER,Underutilized
1572,095138,2016,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1573,095151,2018,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1574,095152,2018,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1575,095166,2020,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1576,095167,2020,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1577,095168,2020,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1578,095169,2020,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1579,095172,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1580,095173,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1581,095174,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1582,095175,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1583,095176,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1584,095177,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1585,095178,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1586,095179,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1587,095180,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1588,095181,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1589,095182,2021,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1590,095205,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1591,095206,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1592,095207,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Underutilized
1593,095208,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1594,095209,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1595,095210,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1596,095211,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1597,095212,2021,DODGE,RAM PROMASTER CITY,Yes,TORONTO WATER,Not Underutilized
1598,095224,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1599,095225,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Underutilized
1600,095226,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1601,095227,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1602,095228,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1603,095229,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1604,095230,2023,FORD,TRANSIT CONN,Yes,TORONTO WATER,Not Underutilized
1605,111092,2019,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1606,111093,2019,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1607,111111,2023,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1608,111112,2023,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1609,111113,2023,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1610,112282,2011,FORD,E250,Yes,TORONTO WATER,Underutilized
1611,112309,2012,FORD,E250,Yes,TORONTO WATER,Underutilized
1612,112403,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1613,112404,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1614,112406,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1615,112407,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1616,112408,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1617,112409,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1618,112410,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1619,112411,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1620,112412,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1621,112413,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1622,112414,2017,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1623,112428,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1624,112429,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1625,112430,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1626,112431,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1627,112432,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1628,112433,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1629,112434,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1630,112435,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1631,112436,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1632,112437,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1633,112438,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1634,112439,2018,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1635,112455,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1636,112462,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1637,112463,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1638,112464,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1639,112465,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1640,112466,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1641,112467,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1642,112468,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1643,112469,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1644,112470,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1645,112471,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1646,112472,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1647,112473,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1648,112474,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1649,112475,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1650,112476,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1651,112477,2019,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1652,112493,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1653,112494,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1654,112495,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Underutilized
1655,112496,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1656,112497,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1657,112498,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1658,112499,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1659,112500,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1660,112501,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1661,112502,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1662,112503,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1663,112504,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1664,112520,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1665,112521,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1666,112522,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1667,112523,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1668,112526,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1669,112527,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1670,112528,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1671,112529,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1672,112531,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1673,113053,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1674,113054,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1675,113055,2020,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1676,113058,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1677,113059,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1678,113060,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1679,113061,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1680,113062,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1681,113063,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1682,113064,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1683,113065,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1684,113066,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1685,113072,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1686,113073,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1687,113074,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1688,113075,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1689,113076,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1690,113077,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1691,113078,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1692,113079,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1693,113080,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1694,113081,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1695,113082,2023,FORD,TRANSIT 250,Yes,TORONTO WATER,Not Underutilized
1696,113086,2024,FORD,TRANSIT 250,No,TORONTO WATER,Not Underutilized
1697,113087,2024,FORD,TRANSIT 250,No,TORONTO WATER,Not Underutilized
1698,113088,2024,FORD,TRANSIT 250,No,TORONTO WATER,Not Underutilized
1699,113089,2024,FORD,TRANSIT 250,No,TORONTO WATER,Not Underutilized
1700,114042,2023,FORD,TRANSIT 350,Yes,TORONTO WATER,Not Underutilized
1701,114043,2023,FORD,TRANSIT 350,Yes,TORONTO WATER,Not Underutilized
1702,114049,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1703,114050,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1704,114051,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1705,114052,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1706,114053,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1707,114054,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1708,114055,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1709,114056,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1710,114057,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO WATER,Not Underutilized
1711,115031,2023,FORD,TRANSIT 350,No,TORONTO WATER,Not Underutilized
1712,115032,2023,FORD,TRANSIT 350,No,TORONTO WATER,Not Underutilized
1713,115033,2023,FORD,TRANSIT 350,No,TORONTO WATER,Not Underutilized
1714,115035,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1715,115036,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1716,115037,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1717,115038,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1718,115039,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1719,115040,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1720,115041,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1721,115042,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1722,115043,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1723,115044,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1724,115051,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1725,115052,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1726,115053,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1727,115054,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1728,115055,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1729,115056,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1730,115057,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1731,115058,2023,FORD,TRANSIT 350 ELEC,No,TORONTO WATER,Not Underutilized
1732,115063,2025,FORD,TRANSIT 350,No,TORONTO WATER,Not Underutilized
1733,115064,2025,FORD,TRANSIT 350,No,TORONTO WATER,Not Underutilized
1734,127009,2012,FORD,350XL,Yes,TORONTO WATER,Not Underutilized
1735,127013,2020,FORD,TRANSIT 150,Yes,TORONTO WATER,Not Underutilized
1736,003257,2020,CHEVROLET,MALIBU,No,TRANSPORTATION SERVICES,Underutilized
1737,003258,2020,CHEVROLET,MALIBU,No,TRANSPORTATION SERVICES,Not Underutilized
1738,003259,2020,CHEVROLET,MALIBU,No,TRANSPORTATION SERVICES,Underutilized
1739,003260,2020,CHEVROLET,MALIBU,No,TRANSPORTATION SERVICES,Not Underutilized
1740,003266,2020,CHEVROLET,BOLT EV,No,TRANSPORTATION SERVICES,Not Underutilized
1741,041137,2013,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1742,041156,2014,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1743,041166,2014,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1744,041176,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1745,041177,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Underutilized
