_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
527,041519,2024,CHEVROLET,EQUINOX EV,No,MUNICIPAL LICENSING & STDS,Not Underutilized
528,041520,2024,CHEVROLET,EQUINOX EV,No,MUNICIPAL LICENSING & STDS,Not Underutilized
529,041521,2024,CHEVROLET,EQUINOX EV,No,MUNICIPAL LICENSING & STDS,Not Underutilized
530,041522,2024,CHEVROLET,EQUINOX EV,No,MUNICIPAL LICENSING & STDS,Not Underutilized
531,043267,2016,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
532,043268,2016,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
533,044088,2016,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
534,044089,2016,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
535,045066,2014,DODGE,RAM 1500,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
536,045070,2014,DODGE,RAM 1500,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
537,045080,2014,DODGE,RAM 1500,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
538,045087,2014,DODGE,RAM 1500,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
539,047072,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
540,047073,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
541,047074,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
542,047075,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
543,047076,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
544,047077,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
545,047078,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
546,047079,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
547,047080,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
548,047081,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
549,047082,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
550,047083,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
551,047084,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
552,047085,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
553,047086,2020,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
554,050016,2014,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
555,050022,2014,DODGE,RAM 1500,No,MUNICIPAL LICENSING & STDS,Not Underutilized
556,050030,2016,DODGE,RAM 1500,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
557,051008,2015,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
558,051010,2016,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
559,051011,2016,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
560,051012,2016,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
561,051018,2017,TOYOTA,TACOMA,No,MUNICIPAL LICENSING & STDS,Not Underutilized
562,051027,2023,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
563,051028,2023,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
564,051029,2023,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
565,051030,2024,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
566,051031,2024,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
567,051032,2023,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
568,051033,2023,CHEVROLET,COLORADO,No,MUNICIPAL LICENSING & STDS,Not Underutilized
569,095134,2015,FORD,TRANSIT CONN,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
570,095135,2015,FORD,TRANSIT CONN,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
571,112382,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
572,112384,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
573,112385,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
574,112386,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
575,112387,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
576,112388,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
577,112389,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
578,112390,2016,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Underutilized
579,112425,2018,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
580,112426,2018,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
581,112427,2018,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
582,112505,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
583,112506,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
584,112507,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
585,112508,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
586,112509,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
587,112530,2020,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
588,112539,2022,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
589,112540,2023,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
590,112547,2023,FORD,TRANSIT 250,Yes,MUNICIPAL LICENSING & STDS,Not Underutilized
591,001074,2016,NISSAN,VERSA NOTE,No,PARKS & RECREATION,Underutilized
592,001149,2020,CHEVROLET,SPARK LS,No,PARKS & RECREATION,Not Underutilized
593,001150,2020,CHEVROLET,SPARK LS,No,PARKS & RECREATION,Not Underutilized
594,003097,2010,FORD,FUSION HYBRI,No,PARKS & RECREATION,Underutilized
595,003229,2014,FORD,FUSION HYBRI,No,PARKS & RECREATION,Not Underutilized
596,006025,2013,TOYOTA,CAMRY HYB,No,PARKS & RECREATION,Underutilized
597,020044,2020,CHEVROLET,SPARK LS,No,PARKS & RECREATION,Not Underutilized
598,020047,2020,CHEVROLET,SPARK LS,No,PARKS & RECREATION,Not Underutilized
599,041129,2013,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
600,041130,2013,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
601,041131,2013,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
602,041132,2013,FORD,ESCAPE,No,PARKS & RECREATION,Underutilized
603,041133,2013,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
604,041150,2013,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
605,041157,2014,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
606,041158,2014,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
607,041170,2014,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
608,041184,2016,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
609,041185,2016,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
610,041191,2016,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
611,041197,2016,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
612,041223,2017,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
613,041266,2018,FORD,ESCAPE,No,PARKS & RECREATION,Not Underutilized
614,041396,2020,CHEVROLET,EQUINOX,No,PARKS & RECREATION,Underutilized
615,041397,2020,CHEVROLET,EQUINOX,No,PARKS & RECREATION,Not Underutilized
616,041409,2021,CHEVROLET,EQUINOX,No,PARKS & RECREATION,Not Underutilized
617,041410,2021,CHEVROLET,EQUINOX,No,PARKS & RECREATION,Not Underutilized
618,041411,2021,CHEVROLET,EQUINOX,No,PARKS & RECREATION,Not Underutilized
619,041532,2025,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
620,041534,2024,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
621,041535,2024,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
622,041561,2024,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
623,041562,2025,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Underutilized
624,041563,2025,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
625,041564,2025,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
626,041565,2025,CHEVROLET,EQUINOX EV,No,PARKS & RECREATION,Not Underutilized
627,043265,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
628,043270,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
629,043276,2019,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
630,043277,2019,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
631,043278,2019,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
632,043283,2023,CHEVROLET,1500,No,PARKS & RECREATION,Not Underutilized
633,044087,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
634,044093,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
635,044094,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Underutilized
636,045099,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
637,045101,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
638,045102,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
639,045104,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
640,045109,2016,DODGE,RAM 1500,Yes,PARKS & RECREATION,Not Underutilized
641,045111,2016,DODGE,RAM 1500,Yes,PARKS & RECREATION,Not Underutilized
642,045112,2016,DODGE,RAM 1500,Yes,PARKS & RECREATION,Not Underutilized
643,045114,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
644,045115,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
645,045116,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
646,045117,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
647,045162,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
648,045163,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
649,045164,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
650,045204,2022,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
651,045206,2022,FORD,F150 XL,No,PARKS & RECREATION,Not Underutilized
652,046026,2023,FORD,RANGER,No,PARKS & RECREATION,Not Underutilized
653,046027,2023,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
654,046035,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
655,046037,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
656,046038,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
657,046039,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Underutilized
658,046043,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
659,046044,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
660,046045,2024,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
661,047038,2010,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
662,047040,2010,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
663,047061,2011,FORD,RANGER,No,PARKS & RECREATION,Not Underutilized
664,047068,2011,FORD,RANGER,No,PARKS & RECREATION,Not Underutilized
665,048045,2011,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
666,048047,2012,CHEVROLET,1500,No,PARKS & RECREATION,Not Underutilized
667,048050,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
668,048051,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
669,048052,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
670,049005,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
671,049006,2014,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
672,049007,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
673,050001,2012,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
674,050036,2017,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
675,050063,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
676,050064,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
677,050068,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
678,050069,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
679,050070,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
680,050071,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
681,050087,2019,DODGE,RAM 1500 (TRADESMAN),Yes,PARKS & RECREATION,Not Underutilized
682,050088,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
683,050089,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
684,050118,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Not Underutilized
685,050119,2020,DODGE,RAM 1500 (TRADESMAN),No,PARKS & RECREATION,Underutilized
686,050135,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
687,050136,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
688,050137,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
689,050138,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
690,050139,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
691,050140,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
692,050141,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
693,050142,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
694,050143,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
695,050144,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
696,050145,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Underutilized
697,050146,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
698,050147,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
699,050148,2021,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
700,050171,2022,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
701,050172,2022,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
702,050173,2022,DODGE,RAM 1500,No,PARKS & RECREATION,Not Underutilized
703,050179,2023,FORD,F150 LIGHTNING,No,PARKS & RECREATION,Not Underutilized
704,050214,2023,FORD,F150 LIGHTNING,Yes,PARKS & RECREATION,Not Underutilized
705,050215,2023,FORD,F150 LIGHTNING,Yes,PARKS & RECREATION,Not Underutilized
706,050216,2023,FORD,F150 LIGHTNING,Yes,PARKS & RECREATION,Underutilized
707,050218,2023,FORD,F150 LIGHTNING,Yes,PARKS & RECREATION,Not Underutilized
708,050275,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
709,050276,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
710,050277,2025,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
711,050278,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
712,050279,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Underutilized
713,050280,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
714,050281,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
715,050282,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
716,050284,2024,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Underutilized
717,050285,2025,CHEVROLET,SILVERADO EV,No,PARKS & RECREATION,Not Underutilized
718,051013,2016,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
719,051014,2015,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
720,051015,2016,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
721,051016,2017,TOYOTA,TACOMA,No,PARKS & RECREATION,Underutilized
722,051017,2017,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
723,051019,2017,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
724,051020,2017,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
725,051021,2017,TOYOTA,TACOMA,No,PARKS & RECREATION,Not Underutilized
726,051024,2021,CHEVROLET,COLORADO,No,PARKS & RECREATION,Not Underutilized
727,061156,2012,FORD,F250,No,PARKS & RECREATION,Not Underutilized
728,061157,2013,FORD,F250,No,PARKS & RECREATION,Not Underutilized
729,062095,2015,FORD,F250,No,PARKS & RECREATION,Not Underutilized
730,062096,2015,FORD,F250,No,PARKS & RECREATION,Not Underutilized
731,064123,2011,DODGE,RAM 2500,No,PARKS & RECREATION,Underutilized
732,064140,2012,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
733,064157,2015,FORD,F250,No,PARKS & RECREATION,Not Underutilized
734,064158,2015,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
735,064159,2016,FORD,F250,No,PARKS & RECREATION,Not Underutilized
736,064168,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
737,064170,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
738,064172,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
739,064177,2019,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
740,064201,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
741,064202,2023,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
742,064203,2023,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
743,064204,2023,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
744,064205,2023,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
745,064206,2023,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
746,065043,2007,GMC,SIERRA 2500,No,PARKS & RECREATION,Not Underutilized
747,065071,2013,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
748,065116,2013,FORD,F250,No,PARKS & RECREATION,Not Underutilized
749,065120,2015,FORD,F250,No,PARKS & RECREATION,Not Underutilized
750,065121,2015,FORD,F250,No,PARKS & RECREATION,Underutilized
751,065122,2015,FORD,F250,No,PARKS & RECREATION,Not Underutilized
752,065123,2016,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
753,065130,2016,FORD,F250,No,PARKS & RECREATION,Not Underutilized
754,065134,2019,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
755,065135,2019,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
756,067014,2012,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
757,067026,2012,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
758,067032,2012,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
759,067037,2013,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
760,067038,2013,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
761,067039,2015,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
762,067044,2016,FORD,F250,No,PARKS & RECREATION,Not Underutilized
763,067045,2016,FORD,F250,No,PARKS & RECREATION,Not Underutilized
764,067053,2017,FORD,F250 4X4,Yes,PARKS & RECREATION,Not Underutilized
765,067054,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
766,067056,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
767,067057,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
768,067058,2017,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
769,067068,2019,FORD,F250 4X4,No,PARKS & RECREATION,Not Underutilized
770,067069,2019,FORD,F250 4X4,No,PARKS & RECREATION,Underutilized
771,067071,2019,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
772,067074,2019,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
773,067089,2020,CHEVROLET,SILVERADO 2500,No,PARKS & RECREATION,Not Underutilized
774,067101,2021,CHEVROLET,SILVERADO 2500,No,PARKS & RECREATION,Not Underutilized
775,067162,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
776,067163,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
777,067164,2023,FORD,F250,No,PARKS & RECREATION,Underutilized
778,067165,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
779,067166,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
780,067167,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
781,067168,2023,FORD,F250,Yes,PARKS & RECREATION,Not Underutilized
782,067171,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
783,067173,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
784,067174,2024,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
785,067175,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
786,067176,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
787,067177,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
788,067178,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
789,067179,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
790,067180,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
791,067181,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
792,067182,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
793,067183,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
794,067242,2024,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
795,067243,2023,FORD,F250,No,PARKS & RECREATION,Not Underutilized
796,067262,2025,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
797,067263,2025,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
798,067264,2025,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
799,067265,2025,DODGE,RAM 2500,Yes,PARKS & RECREATION,Not Underutilized
800,067266,2025,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
801,076106,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
802,076107,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
803,076108,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
804,076109,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
805,076110,2023,DODGE,RAM 2500,No,PARKS & RECREATION,Not Underutilized
806,094093,2015,DODGE,GRAND CARAVA,No,PARKS & RECREATION,Not Underutilized
807,094148,2024,CHRYSLER,PACIFICA,No,PARKS & RECREATION,Underutilized
808,095092,2012,FORD,TRANSIT CONN,Yes,PARKS & RECREATION,Underutilized
809,095116,2014,FORD,TRANSIT CONN,Yes,PARKS & RECREATION,Not Underutilized
810,095132,2015,FORD,TRANSIT CONN,Yes,PARKS & RECREATION,Not Underutilized
811,111028,2010,FORD,E150,Yes,PARKS & RECREATION,Not Underutilized
812,111037,2011,FORD,E150,Yes,PARKS & RECREATION,Underutilized
813,111048,2011,FORD,E150,Yes,PARKS & RECREATION,Not Underutilized
814,111049,2011,FORD,E150,Yes,PARKS & RECREATION,Not Underutilized
815,111064,2016,FORD,TRANSIT 150,Yes,PARKS & RECREATION,Not Underutilized
816,111068,2016,FORD,TRANSIT 150,Yes,PARKS & RECREATION,Underutilized
817,112245,2009,FORD,E250,Yes,PARKS & RECREATION,Underutilized
818,112246,2009,FORD,E250,Yes,PARKS & RECREATION,Underutilized
819,112267,2009,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
820,112268,2009,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
821,112276,2011,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
822,112279,2011,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
823,112283,2011,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
824,112288,2011,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
825,112291,2011,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
826,112297,2012,FORD,E250,Yes,PARKS & RECREATION,Underutilized
827,112316,2012,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
828,112326,2012,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
829,112335,2013,CHEVROLET,EXPRESS 2500,Yes,PARKS & RECREATION,Not Underutilized
830,112336,2013,FORD,E250,Yes,PARKS & RECREATION,Not Underutilized
831,112383,2016,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
832,112402,2017,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
833,112415,2017,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
834,112456,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
835,112457,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
836,112458,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
837,112459,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
838,112460,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
839,112461,2019,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
840,112487,2020,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
841,112488,2020,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
842,112489,2020,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
843,112517,2020,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
844,112518,2020,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
845,112548,2023,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
